,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay
14041,1-bedroom Sukhumvit apartment. 400m. from BTS Nana,Vadhana,13.74402,100.55643,Entire home/apt,786,1,13,6.19,4,13,Short-Term
14043,「Sunset」复式Loft落地大窗户/带泳池公寓/可做饭,Sathon,13.7131,100.52058,Entire home/apt,1500,1,3,1.73,29,3,Short-Term
14044,Fantasy High fl 2bdrms asoke mrt joddfair sky pool,Huai Khwang,13.75436,100.56743,Entire home/apt,4579,35,7,2.26,9,7,Long-Term
14051,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,Phra Khanong,13.7015654,100.6032929,Entire home/apt,1600,1,7,2.12,228,7,Short-Term
14076,New！Sale! On Nut's tallest/loft/ pool/gym/BTS 300m,Khlong Toei,13.7089559,100.5985424,Entire home/apt,1893,1,9,2.9,228,9,Short-Term
14081,A4F silom/BTS surasak/曼谷市中心/温馨公寓/2房2室2卫/免费泳池/健身房/,Sathon,13.71123,100.52105,Entire home/apt,1943,1,12,3.56,21,12,Short-Term
14083,"Homey 1 Bedroom Sukhumvit26, Downtown,BTS,Wifi",Khlong Toei,13.7246,100.57111,Entire home/apt,1600,20,4,1.79,3,4,Short-Term
14085,Vintage2BR/HistoricalArea/Metro/StreetFood/7-11,Phra Nakhon,13.75135,100.50079,Private room,2489,1,5,2.17,2,5,Short-Term
14089,Private Condominium Nearby Airport + FREE Shuttle,Lat Krabang,13.7209,100.73125,Entire home/apt,957,1,6,4.39,1,6,Short-Term
14102,"Siam Plaengna-Napee2 Room, Chatuchak",Chatu Chak,13.79847,100.56423,Private room,950,2,10,3.57,13,10,Short-Term
14104,-Hyde Sukhumvit 11 -High Floor Stunning View -Nana,Vadhana,13.74552,100.55779,Entire home/apt,1751,5,8,2.53,56,8,Short-Term
14116,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,3,1.7,228,3,Short-Term
14118,2 bedrooms in middle of Bangkok city & Skytrain,Parthum Wan,13.736061664247275,100.55077494849928,Private room,3000,28,10,3.61,2,10,Long-Term
14122,BTS Nana/Night life/Sukhumvit 11./Pool/No-Window.,Vadhana,13.74351,100.55886,Private room,2029,1,12,3.27,9,12,Short-Term
14124,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2003,1,8,2.58,228,8,Short-Term
14130,Luxurious 2-Bedroom en-suite. with private balcony,Parthum Wan,13.740003977419804,100.54420061333416,Entire home/apt,4171,2,5,1.81,1,5,Short-Term
14131,沙吞酒店式公寓一室一厅！BTS旁、毗邻曼谷河滨！美食街 帕蓬夜市14分钟可达!wifi、游泳池免费,Sathon,13.71108,100.52116,Entire home/apt,1287,1,9,3.25,99,9,Short-Term
14133,Luxury Hotel stay 200m from BTS Ekamai 曼谷富人区高层一卧公寓,Khlong Toei,13.716609,100.584721,Entire home/apt,1800,2,4,3.75,1,4,Short-Term
14142,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71778,100.58369,Entire home/apt,2099,1,5,2.11,32,5,Short-Term
14146,Spacious New Artsy Suite for 4 Adult near Siam-424,Ratchathewi,13.7506,100.52557,Entire home/apt,3767,1,4,2.0,9,4,Short-Term
14148,"Siam Plaengna-Naprang1 Room, Chatuchak",Chatu Chak,13.7987,100.56623,Private room,1100,2,5,2.83,13,5,Short-Term
14149,New!  2BR 4ppl/SurasakBTS Sathorn/ Wifi/ Pool,Sathon,13.710687706676394,100.52014860052492,Entire home/apt,2100,1,6,3.67,228,6,Short-Term
14150,Lovely 1BR W/Balcony Nice View near BTS W-Market,Vadhana,13.71454,100.59315,Entire home/apt,1309,5,5,1.97,48,5,Short-Term
14153,Lovely Condo/Asok/SukhumvitBTS/ Free pool&gym! 2PP,Khlong Toei,13.73546,100.55878,Entire home/apt,1863,1,39,12.72,9,39,Short-Term
14156,KZY Whole floor/sukhumvit/b&b-airport pickup,Bang Na,13.6812,100.61512,Private room,3714,2,3,1.76,1,3,Short-Term
14164,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,6,3.33,49,6,Short-Term
14165,Pratunam Stylish House near BTS+Airport Link,Ratchathewi,13.757,100.53884,Entire home/apt,6650,2,9,3.42,2,9,Short-Term
14166,市中心Asok素坤逸站步行5分钟4人高级公寓套房!四面佛11分钟直达!无边泳池GYM#CR,Khlong Toei,13.7356367,100.5577985,Entire home/apt,2836,1,6,2.25,228,6,Short-Term
14168,"Freespace in city apartment ,Balcony, parking(84)",Vadhana,13.71362,100.59779,Entire home/apt,1300,5,5,2.21,2,5,Short-Term
14169,2PPL !Condo near Asok/SukhumvitBTS! Free Pool&WIFI,Khlong Toei,13.73621,100.55708,Entire home/apt,1786,1,11,3.44,9,11,Short-Term
14173,Dewan Bangkok Hotel,Phra Nakhon,13.7601167,100.4983664,Private room,1536,1,7,2.39,1,7,Short-Term
14174,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,5,1.81,228,5,Short-Term
14180,Spacious townhouse for 4 people with free parking.,Bang Kho laen,13.6988164,100.500118,Entire home/apt,2580,1,2,1.82,1,2,Short-Term
14191,18F143#Gym&Pool&BTS Nana&MRT Sukhumvit&Max4&100m2,Vadhana,13.74703,100.55521,Entire home/apt,5460,1,4,3.24,35,4,Short-Term
14194,Perfect location#Pool at 50F#Gym@Sukhumvit 24(404),Khlong Toei,13.7241,100.56603,Entire home/apt,2210,2,6,2.12,35,6,Short-Term
14195,2BR! Perfect location# Pool(50F)#Gym@Sukhumvit 24#,Khlong Toei,13.72511,100.56602,Entire home/apt,4786,2,12,3.79,35,12,Short-Term
14199,Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl(126),Vadhana,13.73845,100.56755,Entire home/apt,6737,3,13,4.02,49,13,Short-Term
14200,Perfect location# Pool#Gym@BTS/MRT&2BR#5ppl(128),Vadhana,13.73849,100.56547,Entire home/apt,6666,3,8,2.76,49,8,Short-Term
14201,Perfect location# Pool#Gym@BTS/MRT&Max3ppl(125),Vadhana,13.73994,100.56552,Entire home/apt,3168,3,11,3.67,49,11,Short-Term
14202,Perfect location# Pool#Gym@BTS/MRT&Max3ppl(127),Vadhana,13.74018,100.56621,Entire home/apt,3168,3,8,2.73,49,8,Short-Term
14203,Perfect location# Pool#Gym@BTS/MRT&Max3ppl(129),Vadhana,13.7394,100.56555,Entire home/apt,3541,3,5,2.14,49,5,Short-Term
14207,Timplace Hotel,Khlong Toei,13.71048,100.59427,Private room,600,1,7,2.16,1,7,Short-Term
14213,3楼曼谷中心温馨一房公寓/临近bts asok/near terminal 21/双轨交汇,Khlong Toei,13.7348564,100.5579603,Entire home/apt,1586,1,9,3.18,29,9,Short-Term
14215,MIQ_home404/Asok BTS/Resort Pool/10pax/1000mbWifi,Khlong Toei,13.727410368112562,100.56128711311544,Entire home/apt,7343,2,4,2.61,33,4,Short-Term
14217,Modern room with the balcony city center(Room4b),Sathon,13.71812,100.51764,Private room,690,1,7,2.73,9,7,Short-Term
14218,No.429 1 Bed Plus (4 Min MRT Latphrao),Chatu Chak,13.80839,100.57544,Private room,1849,2,6,4.0,2,6,Short-Term
14219,1-mrt rame9 400m-Infinity pool/gym/shopping mall,Huai Khwang,13.75631,100.56846,Entire home/apt,1375,15,5,2.03,45,5,Short-Term
14221,"2 BRs New Apt. 5mins to MRT Ratchada,near JJmarket",Din Daeng,13.79532,100.56904,Entire home/apt,2057,2,20,8.57,1,20,Short-Term
14222,Asok2BR/5minsBTS Asok/Emquartier/MRT Sukhumvit,Khlong Toei,13.73417,100.564,Entire home/apt,2243,3,9,3.86,6,9,Short-Term
14230,A6/silom/BTS surasak/曼谷市中心/温馨一室一厅/免费游泳池/健身房/,Sathon,13.70987,100.51952,Entire home/apt,1010,1,8,2.86,21,8,Short-Term
14238,c4/曼谷市中心公寓/BTS asok/MRT/免费泳池/健身房,Khlong Toei,13.73431,100.55702,Entire home/apt,1586,1,14,5.53,21,14,Short-Term
14244,- Hyde Sukhumvit 11 - Glamorous Design - BTS NANA,Vadhana,13.74238,100.55726,Entire home/apt,1737,5,4,1.9,28,4,Short-Term
14245,- Hyde Sukhumvit 11 - Glamorous Design - BTS NANA,Vadhana,13.74418,100.55553,Entire home/apt,1734,5,5,2.08,28,5,Short-Term
14249,Modern Luxury studio/Sky pool/Near BTS Phrompong,Khlong Toei,13.724639758993533,100.56561242675852,Entire home/apt,1200,1,5,2.88,12,5,Short-Term
14251,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71629,100.58568,Entire home/apt,2099,1,4,2.35,32,4,Short-Term
14252,8网红50层超豪华空中泳池健身房Asoke商圈市中心双轨BTS/MRT+NanaSoicowboy,Vadhana,13.73863,100.56059,Entire home/apt,2150,1,9,4.91,13,9,Short-Term
14253,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.7168468,100.5847812,Entire home/apt,2099,1,9,3.46,99,9,Short-Term
14254,9网红50层豪华空中泳池健身房Asoke商圈市中心双轨BTS/MRT+Nana/Soicowboy,Vadhana,13.73849,100.56037,Entire home/apt,2150,1,9,3.7,13,9,Short-Term
14256,A网红50层豪华空中泳池健身房Asoke商圈市中心双轨BTS/MRT+Nana/Soicowboy,Vadhana,13.73966,100.56198,Entire home/apt,2150,1,16,5.78,13,16,Short-Term
14264,Cozy room close to BTS Onnut (Special discount),Suanluang,13.70821,100.60513,Entire home/apt,1000,2,5,2.24,1,5,Short-Term
14268,Liquid house A 》 lovely private /2mins from MRT,Din Daeng,13.78231,100.57397,Private room,729,1,15,5.06,2,15,Short-Term
14271,10-BTS Thong Lo free swimming pool and gym,Khlong Toei,13.7237,100.57488,Entire home/apt,1581,7,20,7.06,45,20,Short-Term
14278,Great location Walk- 5mins to Khaosan Road,Phra Nakhon,13.76196,100.50248,Private room,971,1,7,2.41,9,7,Short-Term
14279,Private room @Khet Phra Nakhon 5mins to Khaosan Rd,Phra Nakhon,13.75965,100.50221,Private room,650,1,8,2.7,9,8,Short-Term
14282,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /Wifi,Sathon,13.710604321725077,100.52021297354128,Entire home/apt,1244,1,4,2.07,228,4,Short-Term
14299,Brand new Townhouse in Huai Khwang W/ 4 king Beds,Huai Khwang,13.7787487,100.5824801,Entire home/apt,5200,1,9,4.82,1,9,Short-Term
14304,7min airport/free pick up & drop off/close 2 malls,Lat Krabang,13.72044380459621,100.73362612257657,Entire home/apt,1090,1,16,5.85,2,16,Short-Term
14306,Deluxe Great Location Walk10mins to khaosan Road,Phra Nakhon,13.76191,100.50143,Private room,1029,1,6,2.2,9,6,Short-Term
14307,Khaosan DD Superior Bangkok,Phra Nakhon,13.75804,100.49624,Private room,1104,1,8,3.48,18,8,Short-Term
14309,A8/2BR/BTS surasak/曼谷市中心/2房2室2卫/免费泳池+gym,Sathon,13.7087,100.51981,Entire home/apt,2000,1,7,2.53,21,7,Short-Term
14311,曼谷市中心一卧室单间/酒店式公寓/泳池健身房/轻轨800米,Sathon,13.71215,100.52184,Private room,1029,1,10,4.41,29,10,Short-Term
14313,"Stylish room, 300m BTS Thonglor, Sukhumvit",Khlong Toei,13.72197,100.57771,Entire home/apt,1704,2,9,3.07,19,9,Short-Term
14314,Cozy 1 BR/3 min walk to BTS Thonglor,Khlong Toei,13.72251884352209,100.57695870674588,Entire home/apt,1594,2,6,2.65,12,6,Short-Term
14316,Sky Retreat with Sunset River View in Thonglor!,Khlong Toei,13.715897,100.5748618,Private room,1300,1,5,2.11,2,5,Short-Term
14319,Luxury Condo 1 bed Roof Top Pool 2 Min To MRT,Chatu Chak,13.80717,100.57114,Entire home/apt,1455,1,11,4.46,2,11,Short-Term
14321,Vintage-modern cozy 3 bedroom in Ekamai12-Thonglor,Vadhana,13.730991450349531,100.58892249209596,Entire home/apt,4810,1,12,4.29,1,12,Short-Term
14325,Minimal Studio APRT near Ram ARL,Suanluang,13.74224,100.60227,Entire home/apt,1000,2,2,2.0,1,2,Short-Term
14327,Amazing 1 bedroom 2 mins walk BTS On Nut,Phra Khanong,13.704,100.6042,Entire home/apt,1229,5,8,2.86,1,8,Short-Term
14329,Deluxe1 Great Location Walk10mins to khaosan Road,Phra Nakhon,13.762254049507696,100.5019211769104,Private room,1007,1,5,1.88,9,5,Short-Term
14332,HPZP_296_Ploenchit&Nana BTS/roof pool/48sqm/500WFi,Khlong Toei,13.739729359870584,100.55188448652954,Entire home/apt,1811,1,6,3.4,33,6,Short-Term
14334,1L7曼谷市中心泳池高档公寓，rama9地铁站300米,Huai Khwang,13.75341,100.56508,Entire home/apt,1500,90,2,2.0,19,2,Long-Term
14337,Comfy clean room w/ King Bed Near MRT – 7 Min Walk,Bang Khae,13.71536,100.4077,Entire home/apt,870,1,6,2.05,1,6,Short-Term
14338,Luxury 1 BR Asoke with balcony + Sky pool 35th Flr,Vadhana,13.73819,100.56369,Entire home/apt,1471,2,10,4.35,7,10,Short-Term
14340,HPZP_247_Ploenchit&Nana BTS/roof pool/500mb WiFi,Khlong Toei,13.739740418118137,100.5518468068552,Entire home/apt,1393,1,10,4.11,33,10,Short-Term
14344,"Awesome View, near MRT Queen Sirikit, Huge TV",Khlong Toei,13.7272,100.56017,Entire home/apt,4196,1,11,4.18,23,11,Short-Term
14347,"Cozy twin bed for living in Bangkok, Ramkamhaeng.",Bang Kapi,13.759,100.61512,Private room,600,1,3,1.91,1,3,Short-Term
14352,"Superhost, near NANA BTS, Smart TV, Fast Internet",Khlong Toei,13.74085,100.55108,Entire home/apt,2594,1,5,1.85,23,5,Short-Term
14353,"New Minimalist Suite in the GalileOasis,Siam 324",Ratchathewi,13.75188,100.52524,Entire home/apt,3690,1,2,2.0,9,2,Short-Term
14357,Modern Studio - Bangkok City Center POOL/GYM/WIFI,Bang Na,13.67648,100.6352,Entire home/apt,1215,1,8,2.67,9,8,Short-Term
14360,최고위치!수쿰빗/아속역/코리아타운/터미널21/5분이내/루프탑수영장/헬스장,Khlong Toei,13.73449,100.55881,Private room,1296,3,5,1.85,1,5,Short-Term
14362,精品studio/rama9/无边泳池/中文接待/新火车夜市/中国大使馆/rca酒吧街,Ratchathewi,13.75306,100.56256,Entire home/apt,1327,7,5,1.97,44,5,Short-Term
14363,เกร์ยเฮ้าส์,Bangkok Noi,13.7563949,100.4719473,Private room,503,1,6,3.4,2,6,Short-Term
14376,"Grand Trip Hotel Studio, 5 mins to BTS Udomsuk",Bang Na,13.6789,100.61273,Entire home/apt,630,3,2,2.0,18,2,Short-Term
14387,NEW*Luxury 2BR Apartment Riverview-Netflix-MRT*3TV,Bang Phlat,13.78699,100.49855,Entire home/apt,2207,3,4,2.22,2,4,Short-Term
14388,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,Phra Khanong,13.7015654,100.6032929,Entire home/apt,1600,1,4,2.22,228,4,Short-Term
14391,Cozy 3 Bedroom Townhouse 2 min BTS Onnut Sukhumvit,Phra Khanong,13.70582694501948,100.60475331349184,Private room,3700,1,3,3.0,1,3,Short-Term
14399,City centered and lovely room,Khlong Toei,13.72233,100.5774,Entire home/apt,1214,1,3,1.8,1,3,Short-Term
14402,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,Phra Khanong,13.7015654,100.6032929,Entire home/apt,1600,1,3,2.09,49,3,Short-Term
14403,曼谷湄南河无敌超美一线河景公寓大皇宫郑王庙卧佛寺摩天轮夜市iconsiam商场暹罗广场四面佛34,Bang Phlat,13.7866,100.4987,Entire home/apt,1100,10,3,2.14,8,3,Short-Term
14404,Sale! BTS On Nut/Sukhumvit 87/loft/pool/gym/wifi,Phra Khanong,13.7015654,100.6032929,Entire home/apt,1886,1,3,1.7,49,3,Short-Term
14406,曼谷湄南河无敌超美一线河景公寓大皇宫郑王庙卧佛寺摩天轮夜市iconsiam商场暹罗广场四面佛37,Bang Phlat,13.7863,100.49864,Entire home/apt,700,10,2,2.0,8,2,Short-Term
14407,1-bedroom apartment sukhumvit (BTS walk-distance),Suanluang,13.70985,100.60625,Entire home/apt,650,1,18,6.51,11,18,Short-Term
14409,曼谷湄南河无敌超美一线河景公寓大皇宫郑王庙卧佛寺摩天轮夜市iconsiam商场暹罗广场四面佛,Bang Phlat,13.78666,100.49862,Entire home/apt,1100,10,2,2.0,8,2,Short-Term
14414,精品studio/rama9/无边泳池/新火车夜市/中国大使馆,Ratchathewi,13.75508,100.56424,Entire home/apt,1327,7,2,2.0,33,2,Short-Term
14415,High floor 1-bedder condo with city view 716,Sathon,13.7101,100.5219,Entire home/apt,1103,1,7,3.5,3,7,Short-Term
14416,Hotel standard 1-bedroom with pool 690,Sathon,13.7087,100.52157,Entire home/apt,1088,1,4,1.76,3,4,Short-Term
14424,BTS Nana/Night Life./Sukhumvit 11./Pool./No-window,Vadhana,13.745166874979974,100.5574665423279,Private room,2000,1,5,1.97,9,5,Short-Term
14426,Refinished Townhouse in Prime Downtown Sukhumvit,Khlong Toei,13.72553,100.56256,Entire home/apt,1173,2,3,1.7,1,3,Short-Term
14430,19F!Perfect location# Pool#Gym@Sukhumvit 24(953),Khlong Toei,13.72398,100.56605,Entire home/apt,2397,2,5,2.0,49,5,Short-Term
14433,"(2B) 2Bdr friendly apt, easy BTS",Phaya Thai,13.76763,100.54061,Private room,1200,2,5,2.0,4,5,Short-Term
14437,BTS Nana./Night life/Sukhumvit 11/Pool/No-Window,Vadhana,13.74513039942999,100.55744508465578,Private room,1657,1,11,4.46,9,11,Short-Term
14439,City Condo - with amazing view,Ratchathewi,13.74982,100.55745,Entire home/apt,3500,7,4,1.69,2,4,Short-Term
14446,23F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74479,100.55769,Entire home/apt,2271,2,4,2.22,35,4,Short-Term
14447,27F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74395,100.55587,Entire home/apt,2315,2,5,2.34,35,5,Short-Term
14449,27F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74368,100.55724,Entire home/apt,2286,2,5,2.38,35,5,Short-Term
14450,Khaosan DD Bangkok,Phra Nakhon,13.7601,100.4958,Private room,990,1,9,3.91,18,9,Short-Term
14457,Cozy studio/sky pool/ 5min from MRT Rama9,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1239,15,4,1.97,2,4,Short-Term
14462,3楼泳池景觀曼谷中心温馨一房公寓/临近bts asok/near terminal 21/双轨交汇,Khlong Toei,13.73543,100.55904,Entire home/apt,1671,1,5,2.14,29,5,Short-Term
14465,- Hyde Sukhumvit 11 - Elegant Design - BTS NANA,Vadhana,13.74219,100.55692,Entire home/apt,1686,5,2,1.76,28,2,Short-Term
14466,"Convenient transportation, near mrt 200 meters",Bang Sue,13.81906473213961,100.53664069622756,Private room,480,3,3,1.91,3,3,Short-Term
14472,Luxury room in condo with city view & facilities,Khlong Toei,13.7162314640401,100.57484675198792,Private room,2029,7,5,2.34,1,5,Short-Term
14477,"39,Downtown Nana Phloinchit BTS, High Speed Wi-Fi",Vadhana,13.74659,100.5522,Entire home/apt,967,1,9,3.97,2,9,Short-Term
14484,4 Bedroom Penthouse Loft In Amazing Location!,Vadhana,13.72496,100.57879,Entire home/apt,12686,1,10,5.77,1,10,Short-Term
14489,1-mrt rame9 400m-Infinity pool gym shopping mall,Huai Khwang,13.75572322630787,100.56752298182006,Entire home/apt,1375,15,5,2.03,23,5,Short-Term
14492,Lovely condo!Free pool&WIFI-Asok/SukhumvitBTS! 2PP,Khlong Toei,13.7348564,100.5579603,Entire home/apt,1863,1,8,4.0,9,8,Short-Term
14499,12-曼谷市中心豪华温泉酒店公寓 bts thonglo 本地小吃市场免费泳池 健身房,Khlong Toei,13.71926,100.57523,Entire home/apt,1581,7,7,2.88,45,7,Short-Term
14502,16-BTS Thong Lo free swimming pool and gym,Khlong Toei,13.72067,100.57613,Entire home/apt,1581,7,9,3.7,45,9,Short-Term
14503,15-BTS Thong Lo free swimming pool and gym,Khlong Toei,13.72297,100.57277,Entire home/apt,1581,7,9,5.63,45,9,Short-Term
14504,17-曼谷市中心豪华温泉酒店公寓 bts thonglo 本地小吃市场免费泳池 健身房,Khlong Toei,13.72275,100.57273,Entire home/apt,1581,7,20,8.22,45,20,Short-Term
14505,HPZP_262_Ploenchit & Nana BTS/roof pool/500WiFi,Khlong Toei,13.739762670365485,100.55187370926213,Entire home/apt,1497,1,14,5.75,33,14,Short-Term
14508,10-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Huai Khwang,13.75657,100.56691,Entire home/apt,1375,15,6,2.43,23,6,Short-Term
14509,2-mrt rame9 400m-Infinity pool/gym/shopping mall,Huai Khwang,13.75458,100.57712,Entire home/apt,1375,15,13,5.27,45,13,Short-Term
14513,13-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Huai Khwang,13.75664,100.56775,Entire home/apt,1375,15,4,1.76,23,4,Short-Term
14519,17-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Huai Khwang,13.75527,100.56658,Entire home/apt,1375,15,4,1.71,23,4,Short-Term
14534,Luxury Stay in Sukhumvit - 4min walk BTS Ekkamai !,Khlong Toei,13.71596,100.58567,Entire home/apt,1800,7,3,1.91,1,3,Short-Term
14538,Cozy Condo Near Airport rail link and major roads,Suanluang,13.7363,100.64423,Entire home/apt,1369,2,8,3.81,1,8,Short-Term
14540,SALE! 2br for 4 ppl!Surasak BTS/Pool&GYM/WIFI,Sathon,13.711271400506616,100.5201056851807,Entire home/apt,2221,1,13,6.96,4,13,Short-Term
14541,Cosy & Private 1BR at the heart of Bangkok,Parthum Wan,13.74187,100.5501,Private room,3243,1,2,2.0,2,2,Short-Term
14545,17F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74304,100.55567,Entire home/apt,2097,2,4,1.82,12,4,Short-Term
14548,21F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74239,100.55754,Entire home/apt,2043,2,3,2.0,12,3,Short-Term
14560,New 1BR at MRT Rama9 Nt/Market Free Pickup 中国大使馆附近,Din Daeng,13.76374,100.55998,Entire home/apt,1300,2,3,2.05,48,3,Short-Term
14563,Weekly! 19F10#BTS Nana 5mins/w#Terminal 21&Max2ppl,Vadhana,13.74478,100.55545,Entire home/apt,2020,2,4,3.08,12,4,Short-Term
14564,Weekly! 20F10#BTS Nana 5mins walk#Nana&Max2ppl,Vadhana,13.74539,100.55552,Entire home/apt,2127,2,10,4.92,12,10,Short-Term
14565,24F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74567,100.55595,Entire home/apt,1896,2,5,2.31,12,5,Short-Term
14566,24F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Vadhana,13.74369,100.5557,Entire home/apt,2043,2,3,3.0,12,3,Short-Term
14567,Weekly! 28F11#BTS Nana 5mins/w#Terminal 21&Max2ppl,Vadhana,13.74405,100.55772,Entire home/apt,1865,2,5,2.24,12,5,Short-Term
14569,luxury 5starcondo/asok bts mrt/sky pool freepickup,Vadhana,13.7370692645951,100.56120860397498,Private room,2429,1,9,5.63,4,9,Short-Term
14572,Modern&Luxury Condo/Infinity pool@BTS/Silom,Bang Rak,13.72051,100.52482,Entire home/apt,4588,10,2,2.0,21,2,Short-Term
14575,"Cozy 2 King beds,Nice pool, BTS Asok, Sukhumvit",Khlong Toei,13.73401,100.55849,Entire home/apt,1780,1,8,4.21,19,8,Short-Term
14576,"2 Big beds&Nice pool, BTS Asok,Sukhumvit",Khlong Toei,13.73583,100.55877,Entire home/apt,1780,1,10,5.17,19,10,Short-Term
14577,"2 Bedrooms, BTS Asok, Terminal 21, Sukhumvit",Khlong Toei,13.73393,100.55884,Entire home/apt,3400,1,12,6.0,19,12,Short-Term
14578,One Siam/Platinum Fashion Mall/Mrt Arl Bts/MBK/GYM,Ratchathewi,13.7565978,100.5407766,Entire home/apt,1400,25,7,3.75,228,7,Short-Term
14585,"HappyZleepy36_2BR_2 mins to NANA BTS, WiFi 500 MBs",Vadhana,13.74365,100.55624,Entire home/apt,3438,1,4,2.61,33,4,Short-Term
14587,Luxury condo/SKy pool@BTS@Phrom phong,Vadhana,13.73486,100.56676,Entire home/apt,2669,3,4,2.22,21,4,Short-Term
14595,CBD配备游泳池健身房洗衣机烘干机的现代LOFT,Huai Khwang,13.75503,100.56507,Entire home/apt,2114,7,4,1.97,1,4,Short-Term
14597,"2 Minute walk BTS Ratchathewi,Pratunam, MBK,Siam",Ratchathewi,13.75193,100.53114,Private room,1143,1,4,1.9,39,4,Short-Term
14599,KOLIT | StudioTofu | BTS Phayathai&Airport Link,Ratchathewi,13.7561743941719,100.53382278465578,Entire home/apt,1514,1,10,4.69,3,10,Short-Term
14600,16F#Pool&Gym#BTS On Nut 5mins walk#Duplex#Max2ppl,Phra Khanong,13.70248,100.60241,Entire home/apt,2638,2,5,2.78,35,5,Short-Term
14601,KOLIT | StudioTomato | BTS Phayathai&Airport Link,Ratchathewi,13.7563255,100.5338657,Entire home/apt,1514,1,14,6.89,3,14,Short-Term
14602,KOLIT | Studio Potato | BTS Phayathai&Airport Link,Ratchathewi,13.7563255,100.5338657,Entire home/apt,1514,1,15,7.5,3,15,Short-Term
14603,25F#Pool&Gym#BTS Ekkamai/Gateway4mins walk#Max2ppl,Khlong Toei,13.71597,100.58593,Entire home/apt,2736,2,8,4.8,35,8,Short-Term
14605,Relaxing Room New Furnishing No.3 (33/30),Pra Wet,13.6892712,100.6452599,Private room,650,15,4,1.97,4,4,Short-Term
14606,Relaxing Room New Furnishing No.4 (33/31),Pra Wet,13.68977510871299,100.64519461925552,Private room,650,30,4,2.45,4,4,Long-Term
14612,54 sq.m 1-bedroom apartment. 400m from BTS Nana,Vadhana,13.74574,100.55595,Entire home/apt,897,1,12,6.21,4,12,Short-Term
14613,"Cozy canal house near Grand palace,Entire house",Phra Nakhon,13.762406861165362,100.4987509070576,Entire home/apt,2482,1,9,5.0,1,9,Short-Term
14622,Bangkok Cheesy room by The Locals - (newly opened),Phra Nakhon,13.759909998800984,100.4929270595312,Entire home/apt,1525,1,11,5.41,10,11,Short-Term
14623,Bangkok The locals - Ideal room for family/friends,Phra Nakhon,13.759909998800984,100.4929270595312,Entire home/apt,1439,1,10,4.84,10,10,Short-Term
14626,Bangkok Old Town Entire floor and own rooftop!,Phra Nakhon,13.76108,100.49313,Entire home/apt,1026,1,11,5.41,10,11,Short-Term
14628,Chic + Cosy 1BR Apt • City Center • Best location,Vadhana,13.73135,100.58694,Entire home/apt,1100,1,2,2.0,2,2,Short-Term
14641,Studio单间 靠近BTS Surasak Station,Sathon,13.70875,100.52007,Entire home/apt,1100,1,4,2.31,29,4,Short-Term
14650,"Siam Plaengna -Napee5 Room, Chatuchak",Chatu Chak,13.79778,100.56392,Private room,950,2,6,3.05,13,6,Short-Term
14656,Luxury Loft Near BTS MRT Mall. Gym Pool Sauna WiFi,Vadhana,13.73906,100.56067,Entire home/apt,2424,1,9,4.74,5,9,Short-Term
14657,"Luxury, Rooftop pool, 5m walking to  BTS Thonglo",Vadhana,13.72386,100.57937,Private room,5229,1,9,5.63,1,9,Short-Term
14661,One Siam/Platinum Fashion Mall/Mrt Arl Bts/MBK/GYM,Ratchathewi,13.7565978,100.5407766,Entire home/apt,1471,25,6,3.21,228,6,Short-Term
